product_bought,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
N,F,Less than HS,0,NA,N,J,Married,NA,Sales/Service,Low,Owner,South,8,B
N,M,Bach,0,Over 65,Y,H,Married,N,Retired,Low,Renter,West,5,A
N,F,HS,277274,Under 45,Y,B,NA,N,Professional,Low,Owner,West,4,G
Y,M,Grad,4598274,Over 65,Y,B,NA,Y,Retired,High,Owner,West,1,C
N,F,HS,0,NA,Y,E,Married,Y,Others,Low,Renter,Midwest,3,B
N,NA,NA,1000000,Under 45,N,E,Married,NA,Professional,Low,NA,Northeast,1,G
N,M,Grad,356103,NA,N,E,Married,NA,Sales/Service,Low,Owner,South,2,H
Y,M,Bach,529347,Under 45,Y,C,NA,Y,Professional,Low,Owner,West,2,G
N,F,HS,234538,Under 55,Y,B,Married,N,Professional,Low,Owner,South,4,G
N,M,College,181288,Under 55,N,H,Married,NA,Blue Collar,Med,Owner,South,3,E
Y,M,College,129492,NA,N,C,Married,Y,Sales/Service,Med,Owner,Midwest,7,G
Y,M,Bach,151619,Under 35,Y,C,Married,NA,Blue Collar,Low,Renter,South,4,G
Y,M,Grad,616504,Under 55,Y,C,NA,Y,Professional,High,Owner,Northeast,1,K
N,M,HS,80790,Under 45,Y,I,Married,Y,Blue Collar,Low,Owner,South,7,D
Y,F,Grad,242307,Over 65,Y,E,Married,Y,Sales/Service,Low,Owner,Midwest,2,E
Y,M,Bach,38150,NA,N,G,Single,Y,Blue Collar,Low,Renter,Midwest,6,D
N,M,College,0,NA,N,G,Single,NA,Sales/Service,Low,Renter,West,4,D
Y,M,College,0,NA,Y,E,Single,NA,Sales/Service,Low,Renter,West,9,C
N,M,HS,213422,NA,Y,F,Married,NA,Sales/Service,Low,Owner,Northeast,8,C
Y,M,College,551505,Under 35,Y,B,Married,N,Professional,Low,Owner,South,1,L
N,M,Grad,493334,Over 65,Y,B,Married,N,Retired,Low,Owner,West,1,F
N,F,College,92557,Under 45,N,F,Single,Y,Sales/Service,Low,Owner,Midwest,4,C
N,F,Bach,0,Over 65,N,B,Married,NA,Retired,Low,Renter,West,1,K
N,M,Less than HS,0,NA,N,G,NA,Y,Farm,Low,Renter,West,8,B
N,F,Grad,301646,Under 45,Y,C,Married,Y,Blue Collar,Med,Owner,South,2,G
Y,M,College,221575,Under 55,Y,I,Single,NA,Sales/Service,Low,Owner,South,1,G
N,M,Grad,0,Over 65,Y,H,NA,N,Retired,Low,Renter,West,9,B
Y,F,College,560914,Under 65,Y,B,Married,Y,Professional,Low,Owner,South,2,G
Y,M,College,592740,Under 45,Y,E,Married,Y,Professional,Low,Owner,Rest,8,E
Y,M,Grad,1844007,Under 55,Y,C,Married,Y,Professional,High,Owner,Midwest,1,J
Y,M,Grad,462378,Under 55,Y,B,Married,N,Retired,Low,Owner,South,2,F
N,F,Bach,91124,Under 65,Y,I,NA,N,Sales/Service,Low,Owner,West,4,C
N,F,College,120128,Under 45,Y,F,Married,Y,Professional,Low,Owner,South,5,E
N,F,HS,94477,NA,Y,I,Married,NA,Sales/Service,Low,Owner,South,9,A
N,F,College,590954,Under 25,N,B,NA,N,Professional,High,Owner,West,2,J
N,M,HS,323283,Under 65,Y,E,Married,N,Professional,Low,Owner,Northeast,3,K
N,M,HS,134880,NA,N,E,Married,NA,Sales/Service,Med,Owner,Midwest,2,E
Y,F,Bach,0,Under 55,Y,E,Married,N,Sales/Service,Low,Renter,Northeast,6,G
Y,M,Bach,643972,NA,Y,B,Married,N,Professional,High,Owner,West,6,K
Y,M,Bach,0,Under 45,Y,G,NA,Y,Blue Collar,Low,Renter,Northeast,3,D
Y,M,Less than HS,80660,Under 65,N,F,Married,NA,Sales/Service,Low,Renter,Northeast,4,D
Y,F,College,192472,Under 45,Y,C,Married,Y,Sales/Service,Med,Owner,South,1,F
Y,F,Less than HS,341138,Under 45,Y,C,Married,Y,Professional,High,Owner,South,1,K
N,F,Grad,166179,Under 45,Y,F,NA,N,Professional,High,Owner,South,3,E
N,F,College,613059,Under 65,Y,B,Married,Y,Professional,High,Owner,West,1,K
N,M,College,140610,NA,N,G,Single,NA,Blue Collar,Low,Renter,Northeast,8,C
N,F,College,134887,Under 25,Y,F,Married,NA,Blue Collar,Low,Owner,South,3,C
Y,M,College,133328,Under 25,Y,E,NA,Y,Sales/Service,Low,Owner,West,8,E
Y,M,Bach,437771,Under 35,Y,B,Married,Y,Professional,High,Owner,South,1,K
Y,M,College,229314,Under 65,Y,E,Married,N,Sales/Service,Low,Owner,Midwest,4,E
N,M,Less than HS,0,NA,Y,G,Married,Y,Others,Low,Renter,South,8,B
N,F,College,227635,Under 65,Y,E,Married,N,Retired,Low,Owner,South,1,A
N,F,HS,98001,Over 65,Y,I,Married,Y,Others,Low,Owner,South,7,B
Y,M,College,450887,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,J
Y,F,College,218400,NA,N,G,NA,Y,Sales/Service,Low,NA,Northeast,2,F
Y,M,College,354904,Under 35,Y,C,Married,Y,Blue Collar,High,Owner,South,2,E
Y,M,Grad,227810,Over 65,Y,E,NA,NA,Retired,Low,Owner,South,3,B
N,F,Less than HS,203666,Under 45,N,E,Married,Y,Blue Collar,Low,Owner,West,4,F
N,F,Bach,329725,Under 35,Y,B,Married,Y,Sales/Service,Low,Owner,South,1,K
N,F,Bach,1251429,Over 65,Y,B,Married,N,Retired,Low,Owner,West,1,L
N,M,HS,748012,Under 55,Y,C,Married,Y,Professional,Low,Owner,South,1,C
Y,M,College,170377,Under 55,N,I,Single,N,Sales/Service,Low,Owner,West,2,H
Y,M,HS,0,Under 55,Y,H,Single,N,Sales/Service,Low,Renter,West,8,B
N,F,Bach,0,Under 55,Y,E,Married,Y,Professional,Low,NA,West,9,D
N,F,HS,190641,Under 55,Y,H,Single,Y,Professional,Med,Owner,South,2,E
N,F,College,337440,Over 65,Y,B,Married,N,Retired,Low,Owner,Midwest,1,L
N,M,HS,421928,Under 55,Y,B,Married,Y,Sales/Service,Low,Owner,South,5,G
Y,F,HS,171707,Under 65,Y,E,Married,N,Professional,Low,Owner,South,3,F
Y,M,College,107637,Over 65,Y,D,Married,N,Retired,Low,Owner,West,2,D
Y,M,Bach,499863,Under 45,N,C,Married,NA,Professional,Low,Owner,South,2,G
Y,F,Bach,0,Under 35,N,G,Single,Y,Professional,Low,Renter,West,6,G
Y,M,College,816715,Over 65,Y,C,NA,Y,Professional,Low,Owner,South,1,K
Y,F,HS,149548,NA,Y,E,NA,NA,Sales/Service,Med,Owner,Northeast,2,E
N,NA,HS,758367,NA,Y,E,NA,NA,Professional,Low,Renter,West,2,B
Y,M,Bach,163500,Under 55,Y,C,Married,Y,Professional,Low,Owner,South,1,K
N,M,HS,301657,Over 65,N,D,Married,N,Retired,Low,Owner,Northeast,7,G
Y,M,Bach,482652,Under 45,Y,E,Single,N,Professional,Low,Owner,Northeast,2,F
N,NA,HS,0,NA,Y,B,Single,NA,Sales/Service,Low,Renter,Northeast,2,H
N,M,College,187518,Under 55,N,C,Married,Y,Professional,Med,Owner,South,3,F
Y,M,HS,0,NA,Y,G,Single,NA,Sales/Service,Low,Renter,Northeast,9,B
Y,F,HS,203655,Under 55,Y,B,Married,NA,Sales/Service,Low,Owner,South,3,E
N,F,HS,312851,Under 35,N,E,NA,Y,Sales/Service,Low,NA,Northeast,7,D
N,M,Less than HS,162584,NA,N,B,Married,N,Farm,Low,Owner,Northeast,2,F
N,M,College,1000000,Over 65,N,H,Married,NA,Retired,Low,Renter,West,8,C
Y,M,Grad,275061,Under 45,Y,B,Single,N,Sales/Service,Low,Owner,South,1,F
Y,M,College,382401,NA,N,C,NA,NA,Professional,Low,Owner,South,5,F
N,M,HS,372960,Under 35,Y,B,NA,N,Professional,Low,Owner,South,1,G
N,F,College,113796,Under 45,Y,D,Married,N,Sales/Service,Low,Renter,Midwest,5,D
Y,M,Grad,361553,Under 35,Y,B,NA,NA,Professional,Low,Owner,Midwest,1,J
N,NA,Bach,193140,NA,Y,D,NA,N,Sales/Service,Low,Owner,Midwest,1,D
N,M,Less than HS,0,Under 45,N,G,Single,Y,Blue Collar,Low,Renter,West,5,A
N,M,Bach,755468,Under 55,Y,C,Married,Y,Professional,Low,Owner,South,1,H
N,F,Less than HS,22127,Over 65,Y,H,Married,N,Retired,Low,Owner,West,7,B
Y,M,HS,253228,Under 55,Y,B,Married,N,Professional,Low,Owner,South,3,E
Y,M,College,331370,Under 45,Y,C,Married,Y,Others,Low,NA,Midwest,1,E
N,M,Bach,479338,Under 65,Y,B,Married,NA,Professional,Low,Owner,Midwest,1,K
N,F,HS,0,Over 65,Y,NA,NA,N,Retired,Low,NA,Midwest,0,NA
Y,M,Grad,1795093,NA,N,B,Married,Y,Professional,Low,NA,South,3,L
Y,F,HS,1348439,Under 55,N,B,NA,N,Professional,Low,Owner,West,1,E
Y,F,Grad,0,Over 65,N,E,NA,Y,Professional,Low,NA,Northeast,6,E
Y,F,Grad,314737,Under 65,N,B,NA,N,Professional,Med,Owner,South,3,B
Y,M,HS,128603,Under 25,Y,E,NA,Y,Blue Collar,Low,Renter,Northeast,5,E
N,F,HS,331142,Under 55,Y,C,Married,Y,Sales/Service,High,Owner,Midwest,2,G
Y,M,Grad,498675,Under 45,N,C,Married,Y,Professional,High,Owner,South,1,J
N,M,College,0,NA,N,G,Single,N,Blue Collar,Low,Renter,Midwest,7,B
Y,M,College,222621,Over 65,Y,E,Married,N,Professional,Med,Owner,South,1,F
N,M,HS,459925,Under 45,Y,F,Married,Y,Sales/Service,High,Owner,West,1,F
Y,M,College,1190585,Under 25,Y,C,NA,Y,Professional,High,Owner,West,1,K
N,F,HS,0,Under 55,Y,F,NA,N,Sales/Service,Low,Renter,Midwest,5,D
Y,M,Bach,0,Under 35,N,G,Single,NA,Professional,Low,NA,Northeast,3,A
Y,M,HS,248640,Under 55,Y,J,Married,Y,Professional,Low,Owner,Midwest,2,C
N,M,College,188345,Under 45,N,F,Married,NA,Sales/Service,Med,Owner,South,2,A
Y,M,Bach,190431,Under 45,Y,E,Married,NA,Sales/Service,Low,Owner,South,2,B
Y,M,College,79199,Over 65,N,G,NA,N,Retired,Low,Renter,Northeast,6,E
N,M,Less than HS,115183,NA,N,G,Married,N,Blue Collar,Low,Owner,South,4,B
N,M,Bach,327000,Under 45,Y,C,NA,Y,Professional,High,Owner,South,1,F
Y,M,Bach,0,Under 55,N,A,Married,NA,Sales/Service,Low,NA,South,3,G
Y,M,College,277245,Under 55,N,D,Married,N,Professional,Low,Renter,South,1,D
N,F,Less than HS,165952,Under 25,Y,B,Single,NA,Sales/Service,Med,Owner,Northeast,1,F
Y,M,Grad,462160,Under 55,Y,C,Married,Y,Professional,Low,Owner,South,1,H
N,F,Bach,161538,Under 55,Y,D,NA,N,Professional,Low,Owner,Northeast,4,B
N,M,College,556646,Under 25,N,B,Single,N,Professional,Low,Renter,South,1,I
N,NA,HS,45507,NA,N,H,NA,N,Sales/Service,Low,Owner,West,6,C
N,F,College,0,NA,N,E,NA,Y,Sales/Service,Low,Renter,Midwest,9,C
N,M,HS,19838,Under 65,N,F,NA,Y,Sales/Service,Low,Owner,Midwest,6,E
Y,F,Less than HS,303456,NA,N,F,Married,Y,Sales/Service,Low,Owner,South,2,C
Y,M,Bach,185617,Under 45,Y,B,Married,Y,Professional,Med,Owner,South,2,F
N,F,HS,0,Under 35,N,G,Single,Y,Sales/Service,Low,Owner,Midwest,8,C
N,F,Grad,0,Under 35,Y,B,Single,N,Professional,Low,Renter,Northeast,7,G
Y,F,HS,0,Under 55,N,E,NA,Y,Sales/Service,Low,Renter,West,6,G
N,M,College,193747,Under 25,Y,D,NA,N,Sales/Service,Low,Owner,West,2,D
Y,M,Bach,183271,Under 55,Y,E,NA,Y,Others,Low,Owner,South,1,E
N,M,Bach,601418,Under 45,Y,B,NA,N,Professional,Low,Owner,South,1,E
N,M,Bach,2316250,Under 45,Y,B,Married,Y,Sales/Service,Low,Owner,Northeast,4,F
Y,M,College,95484,Under 45,N,E,Married,Y,Blue Collar,Low,Owner,West,4,C
Y,M,NA,241358,Under 45,N,C,Married,Y,Blue Collar,Low,NA,South,2,F
Y,F,Bach,314792,Under 45,Y,C,Married,Y,Professional,Med,Owner,South,7,G
Y,M,Grad,873874,Over 65,Y,B,Married,N,Others,High,Owner,South,1,L
N,M,HS,0,Under 25,Y,G,Single,Y,Blue Collar,Low,Renter,Midwest,7,A
Y,M,Bach,593819,Under 55,N,A,Single,NA,Professional,Low,Renter,Midwest,1,G
Y,F,Bach,279486,Under 55,Y,E,Married,Y,Sales/Service,Low,Owner,Northeast,1,G
Y,M,College,648480,Over 65,N,I,NA,Y,Retired,Low,Owner,West,3,C
Y,M,Grad,373085,Under 55,Y,E,Married,Y,Professional,Low,Owner,South,3,H
N,M,HS,299989,Under 65,Y,I,Married,N,Sales/Service,Low,Owner,Northeast,1,D
N,M,Bach,298572,Under 65,Y,B,Married,N,Others,Low,Owner,South,1,K
Y,M,College,209790,Over 65,Y,B,Married,N,Professional,Low,Owner,Midwest,1,J
N,M,Bach,792975,Over 65,Y,B,NA,Y,Retired,Low,Owner,West,1,B
N,M,NA,115245,Under 25,N,G,Single,NA,Blue Collar,Low,Renter,Midwest,8,B
Y,M,College,184166,Under 45,Y,C,Married,Y,Blue Collar,Low,Owner,South,4,E
N,F,College,370600,Under 25,N,B,NA,N,Sales/Service,Low,Owner,South,2,F
N,F,HS,54609,Over 65,Y,F,Married,N,Sales/Service,Low,Owner,Northeast,5,C
Y,F,HS,2320555,Under 55,Y,B,Married,Y,Professional,Low,Owner,Northeast,1,L
Y,F,Less than HS,247530,Under 35,Y,J,Married,Y,Sales/Service,Low,Owner,Midwest,1,I
N,NA,Grad,93565,Under 35,Y,F,Single,N,Professional,Low,Owner,Midwest,2,D
Y,M,Grad,1392039,Under 65,Y,B,NA,N,Professional,Low,Owner,South,1,L
N,F,College,0,Under 45,Y,I,Married,Y,Sales/Service,Low,NA,South,4,B
N,M,College,0,Under 25,N,G,NA,Y,Professional,Low,Renter,South,4,E
Y,F,College,404695,Under 55,Y,E,Single,N,Professional,Low,Owner,South,2,H
N,F,College,1201725,Under 55,N,C,Married,Y,Professional,Low,Owner,South,6,H
N,F,HS,0,Under 65,Y,I,Married,N,Blue Collar,Low,Owner,West,5,F
N,F,College,172307,Under 25,Y,F,NA,Y,Blue Collar,Low,Owner,Northeast,5,E
Y,M,Less than HS,169909,NA,Y,F,Single,Y,Sales/Service,Low,Renter,Midwest,8,F
Y,M,College,269448,Under 25,N,C,Married,N,Sales/Service,Low,Owner,South,1,G
N,F,HS,162410,NA,N,F,Married,Y,Sales/Service,Med,Owner,Northeast,9,E
Y,M,Grad,741636,NA,Y,B,NA,N,Professional,Low,Owner,South,1,E
Y,F,College,146206,Under 45,N,E,Single,Y,Professional,Low,Owner,Midwest,2,D
Y,M,Bach,324133,Under 45,Y,B,NA,Y,Sales/Service,Low,Owner,South,2,G
N,M,Less than HS,145208,Under 35,Y,E,Married,Y,Sales/Service,Low,Renter,South,7,E
N,F,Less than HS,606258,Under 65,Y,B,Married,N,Others,Low,Owner,West,2,K
Y,M,Bach,529631,Under 45,Y,B,Married,Y,Sales/Service,High,Owner,Northeast,1,G
Y,M,College,260946,Under 55,Y,C,Married,Y,Professional,Low,Owner,South,1,H
N,F,College,0,Under 45,N,I,Married,Y,Sales/Service,Low,NA,West,5,F
Y,M,College,344331,Under 45,Y,C,Single,NA,Sales/Service,Low,Owner,South,1,F
N,F,College,0,NA,Y,B,NA,N,Professional,Low,Owner,West,3,F
N,F,Bach,81760,Under 35,N,G,Single,Y,Sales/Service,Low,Renter,South,4,C
N,M,HS,95647,Under 55,N,F,NA,Y,Sales/Service,Low,Renter,Midwest,7,D
Y,M,Bach,223886,Under 35,Y,E,NA,N,Professional,Low,Owner,South,3,F
N,F,Less than HS,293319,Under 35,Y,B,NA,N,Professional,Low,Owner,South,2,I
Y,M,College,190368,Under 65,Y,A,Married,N,Professional,Low,NA,South,3,G
Y,M,Grad,593014,Under 55,Y,C,Married,Y,Professional,High,Owner,West,1,J
Y,M,Less than HS,254809,Over 65,Y,I,Married,N,Retired,Med,Owner,West,3,E
N,M,Less than HS,0,NA,N,H,Single,Y,Sales/Service,Low,NA,South,9,E
N,F,Less than HS,0,Over 65,Y,C,NA,Y,Retired,Low,Owner,West,4,G
N,M,HS,487927,Over 65,Y,D,Married,N,Retired,Low,Owner,Northeast,2,D
Y,M,Bach,270967,Under 65,Y,E,Married,N,Sales/Service,Med,Owner,Midwest,3,E
N,NA,HS,1358630,Under 45,N,E,Married,NA,Professional,Low,NA,Northeast,1,E
N,M,Less than HS,265829,NA,N,G,NA,Y,Farm,Med,Owner,West,7,D
Y,F,HS,467359,Under 65,Y,I,NA,NA,Sales/Service,Low,Owner,West,1,G
N,M,College,171675,Under 25,Y,B,NA,N,Others,Low,Owner,Northeast,2,K
N,F,College,168797,Under 65,Y,E,NA,Y,Retired,Low,Owner,South,1,E
Y,M,Grad,573972,Under 25,Y,C,Married,NA,Sales/Service,Low,Owner,Midwest,2,I
Y,M,Bach,375668,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,K
N,M,Grad,200516,Under 55,Y,C,NA,Y,Professional,Med,Owner,Midwest,1,D
Y,M,Bach,290637,Under 65,Y,D,Married,N,Professional,Low,NA,South,2,A
N,M,HS,0,Over 65,Y,D,Married,N,Others,Low,Owner,Midwest,3,D
Y,M,Bach,526462,Under 45,Y,C,Married,Y,Professional,High,Owner,South,1,L
N,M,HS,557491,NA,Y,E,NA,N,Sales/Service,Low,Owner,Midwest,1,E
N,F,HS,160131,Under 25,Y,E,NA,Y,Professional,Low,Owner,South,2,G
Y,F,Bach,316781,Under 35,N,C,NA,Y,Professional,Low,Owner,West,6,H
Y,M,Grad,1366620,Under 55,N,B,Married,N,Sales/Service,High,Owner,West,1,J
N,F,College,1065932,Under 45,Y,G,Single,NA,Others,Low,NA,South,1,D
Y,M,College,338859,Under 65,Y,B,Married,N,Professional,Low,Owner,South,2,A
Y,M,College,267813,Under 25,Y,C,NA,Y,Blue Collar,High,Owner,Northeast,1,K
Y,M,College,403557,Under 45,N,G,Single,Y,Professional,Low,Renter,South,1,E
N,F,College,0,NA,N,F,Married,NA,Sales/Service,Low,Renter,West,8,D
Y,M,College,436436,NA,N,C,Married,Y,Blue Collar,High,Owner,West,1,G
N,F,Grad,0,Under 45,N,G,Single,NA,Sales/Service,Low,NA,South,9,D
N,F,Less than HS,182312,Under 25,Y,E,NA,Y,Blue Collar,Med,Owner,South,2,F
Y,M,Grad,231696,Under 55,Y,B,NA,Y,Sales/Service,Low,Owner,Northeast,2,G
N,M,Bach,467904,Under 45,Y,C,Married,NA,Professional,High,Owner,West,2,H
Y,M,Grad,543038,Under 35,Y,C,Married,Y,Sales/Service,High,Owner,West,4,F
Y,M,Bach,173538,Under 65,Y,F,NA,Y,Professional,Low,Owner,South,6,E
Y,M,College,157134,NA,Y,F,Single,Y,Blue Collar,Low,NA,South,8,E
Y,M,Grad,750465,Under 65,N,B,Married,N,Professional,High,Owner,Northeast,1,K
N,F,College,355885,Under 45,N,C,NA,Y,Professional,High,Owner,West,3,J
N,M,HS,189987,Over 65,N,D,Married,Y,Blue Collar,Low,Owner,South,4,D
Y,M,Grad,462160,Under 65,N,A,Married,NA,Professional,High,Owner,Northeast,1,G
N,F,College,281329,Under 25,Y,E,Married,NA,Blue Collar,Low,Owner,West,4,H
Y,M,Bach,0,Under 35,N,A,Single,Y,Sales/Service,Low,NA,West,3,E
Y,M,Bach,0,Under 45,Y,B,Married,N,Professional,Low,Renter,South,3,K
N,M,College,235440,Under 55,Y,A,Single,NA,Professional,Low,Owner,South,3,F
N,NA,HS,28950,Under 55,N,I,Single,NA,Sales/Service,Low,Owner,South,3,C
Y,M,Bach,711202,Under 65,Y,B,Married,Y,Farm,Low,Owner,South,1,I
N,M,College,907970,Under 45,Y,C,NA,N,Professional,Low,Owner,Midwest,5,C
N,F,College,0,Under 25,Y,A,NA,NA,Professional,Low,NA,South,3,G
N,M,College,182040,Under 35,N,B,Married,Y,Sales/Service,Low,Owner,Midwest,6,F
N,M,Bach,90034,Under 55,Y,E,Married,Y,Blue Collar,Low,Owner,Midwest,8,D
Y,F,Bach,286844,Under 65,Y,I,Married,N,Professional,Low,Owner,South,2,E
Y,M,Bach,241155,Under 45,N,C,Married,Y,Blue Collar,Med,Owner,South,2,F
N,F,HS,0,Under 55,Y,A,NA,N,Professional,Low,NA,West,3,G
N,F,College,278113,Under 35,Y,B,NA,Y,Professional,Low,Owner,Northeast,3,H
Y,M,College,614498,Under 45,N,C,Married,Y,Sales/Service,Low,NA,South,1,J
Y,M,HS,594050,Under 55,Y,C,NA,Y,Professional,High,Owner,Northeast,1,E
Y,M,Bach,598104,Under 65,Y,B,Married,N,Others,Low,Owner,Northeast,1,K
N,F,Bach,150080,Under 65,Y,I,Married,Y,Professional,Low,Owner,South,8,G
N,F,Less than HS,259572,Over 65,N,E,NA,NA,Retired,Low,Owner,South,2,B
N,M,HS,133884,Under 55,Y,F,NA,NA,Blue Collar,Low,Owner,South,4,D
Y,M,Bach,762595,NA,N,B,Married,NA,Others,Low,Owner,South,3,G
Y,M,Bach,368420,Under 45,Y,C,Married,Y,Professional,High,Owner,Northeast,1,G
N,F,HS,0,Over 65,Y,B,Married,N,Retired,Low,Owner,West,8,G
Y,M,Bach,294300,Under 55,N,B,Married,Y,Professional,Low,Owner,Midwest,8,G
Y,M,HS,0,Under 65,Y,B,Married,N,Blue Collar,Low,NA,West,2,K
N,M,College,326634,Under 45,N,E,Married,N,Blue Collar,Low,Renter,South,2,C
N,F,College,541730,Under 25,N,C,NA,NA,Professional,High,Owner,West,2,H
N,M,Bach,165265,NA,Y,B,Married,Y,Sales/Service,Low,Owner,South,1,G
N,F,College,0,Under 55,N,G,Single,Y,Others,Low,Renter,South,3,B
Y,M,HS,0,Over 65,N,E,Married,Y,Retired,Low,Renter,South,6,D
N,F,College,0,Under 45,Y,C,Married,Y,Sales/Service,Low,Owner,West,8,H
Y,M,College,212877,Under 55,Y,E,Married,NA,Sales/Service,Low,Owner,Midwest,1,G
Y,F,College,783644,Under 55,N,C,NA,N,Sales/Service,High,Owner,Northeast,4,K
Y,F,College,221300,Under 25,Y,E,NA,Y,Sales/Service,Low,Owner,South,2,F
N,F,HS,155870,Under 65,Y,E,NA,N,Professional,Low,Owner,South,4,E
N,F,College,310650,Over 65,Y,E,NA,N,Retired,Low,Owner,West,3,E
Y,F,Bach,0,Under 55,N,E,Married,Y,Sales/Service,Low,NA,West,1,F
N,M,College,41420,Under 45,N,I,Single,NA,Blue Collar,Low,NA,Midwest,3,E
Y,M,Bach,0,Under 35,Y,C,Married,Y,Professional,Low,NA,Midwest,5,E
Y,M,College,241413,NA,Y,C,NA,N,Sales/Service,Med,Owner,Midwest,1,G
Y,M,HS,533664,Under 55,N,C,NA,N,Blue Collar,Low,Owner,Northeast,1,E
N,M,HS,0,Under 65,Y,G,Single,Y,Blue Collar,Low,Renter,Northeast,5,B
Y,M,HS,0,NA,Y,A,Single,N,Sales/Service,Low,NA,South,8,D
N,M,HS,157875,Over 65,Y,E,Married,N,Retired,Low,Owner,South,3,C
N,M,Bach,265498,Under 45,Y,C,NA,Y,Blue Collar,Med,Owner,South,2,E
Y,M,Grad,1073682,Under 35,Y,C,NA,Y,Professional,High,Owner,South,1,L
Y,F,HS,799733,Under 45,Y,C,NA,Y,Sales/Service,High,Owner,Northeast,1,L
Y,M,Grad,219362,Over 65,Y,D,Married,N,Retired,Low,Owner,Northeast,2,H
N,M,College,0,Under 45,N,E,Married,Y,Farm,Low,Owner,Midwest,3,G
N,F,College,188057,Under 25,Y,E,NA,NA,Sales/Service,Med,Owner,South,3,E
Y,M,Grad,412122,Under 65,Y,B,Married,N,Professional,High,Owner,Midwest,1,J
N,M,HS,370033,Under 55,N,E,Married,Y,Sales/Service,Med,Owner,West,6,F
Y,M,Bach,1040732,Under 35,Y,B,Married,NA,Professional,Low,Owner,West,1,H
Y,M,College,622084,Under 65,Y,B,Married,N,Professional,Low,Owner,South,1,J
Y,M,HS,125345,Over 65,Y,C,Married,Y,Retired,Low,Owner,Midwest,2,E
N,M,Grad,32700,Under 55,N,G,Single,NA,Professional,Low,Owner,South,8,F
Y,M,HS,228900,Under 65,Y,D,Married,N,Retired,Med,Owner,Northeast,3,E
N,M,Grad,538187,Under 45,Y,C,Married,Y,Professional,High,Owner,Northeast,1,J
N,F,Less than HS,0,Under 45,N,E,Married,Y,Blue Collar,Low,Renter,South,5,E
Y,M,College,267943,Under 45,Y,C,Married,Y,Professional,Med,Owner,Midwest,1,F
Y,F,Grad,0,Under 55,N,G,Married,NA,Professional,Low,Renter,Northeast,3,K
Y,M,College,176645,Under 45,Y,C,Married,Y,Professional,Med,Owner,Midwest,3,F
Y,M,HS,149362,NA,N,E,Married,Y,Blue Collar,Low,NA,South,7,D
N,M,Grad,0,Under 35,N,F,Married,Y,Sales/Service,Low,NA,West,9,D
N,F,College,245250,Under 25,N,B,NA,N,Professional,Low,NA,Midwest,2,B
Y,F,HS,184210,NA,N,J,Married,Y,Sales/Service,Med,Owner,Midwest,8,D
Y,M,Bach,555000,Under 55,Y,C,Married,NA,Professional,High,Owner,West,3,L
Y,M,Bach,161538,Under 55,N,F,Single,NA,Blue Collar,Low,Owner,West,5,G
N,F,HS,201889,Under 35,Y,I,NA,N,Blue Collar,Low,Owner,South,7,C
Y,M,HS,479207,Under 35,Y,B,NA,N,Professional,Low,Owner,Northeast,2,K
Y,M,Bach,548488,Under 45,N,B,Married,Y,Professional,Low,Owner,South,1,L
Y,F,Bach,344331,Over 65,Y,D,Married,N,Retired,Low,Owner,West,6,E
Y,M,Bach,619294,Under 55,Y,C,Married,Y,Professional,Med,Owner,South,1,J
N,F,Bach,239037,Under 25,N,I,NA,NA,Sales/Service,Low,Owner,Midwest,7,D
Y,M,HS,376050,Under 55,N,B,Married,NA,Sales/Service,High,Owner,South,1,L
Y,M,HS,124696,Under 55,Y,E,Married,Y,Professional,Low,Owner,Midwest,1,F
N,F,HS,0,Under 55,N,F,NA,NA,Blue Collar,Low,NA,Midwest,7,E
Y,M,Grad,452023,Under 55,Y,B,Married,Y,Professional,High,Owner,South,1,K
Y,M,Bach,750792,NA,Y,B,Married,N,Professional,Low,Owner,West,5,J
Y,M,Bach,169222,NA,Y,F,Married,N,Sales/Service,Low,Owner,Midwest,8,E
N,NA,College,45612,Under 65,Y,I,NA,Y,Sales/Service,Low,Owner,South,3,E
Y,M,Grad,541642,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,L
N,M,HS,0,NA,N,J,NA,N,Sales/Service,Low,NA,Midwest,8,C
N,F,College,273699,Under 55,Y,E,Single,Y,Sales/Service,Low,Owner,South,1,E
Y,F,Grad,263780,Under 35,N,C,Married,Y,Sales/Service,High,Owner,South,2,E
Y,M,Bach,291357,Under 45,Y,B,Married,Y,Sales/Service,Low,Owner,West,5,F
Y,M,College,314072,Under 55,Y,B,Married,NA,Others,High,Owner,West,1,I
N,F,Bach,0,Under 35,N,E,Married,Y,Sales/Service,Low,Renter,Northeast,9,D
Y,F,Grad,1513563,Under 55,Y,B,NA,Y,Professional,High,Owner,West,1,K
N,F,Grad,0,Under 55,Y,H,Married,N,Sales/Service,Low,Renter,Northeast,7,D
Y,F,HS,293515,Under 55,N,C,Married,Y,Sales/Service,Low,Owner,South,8,F
Y,M,Grad,0,NA,N,A,Married,NA,Professional,Low,Renter,South,5,G
N,F,Less than HS,0,NA,N,F,Married,NA,Sales/Service,Low,Owner,Midwest,8,G
